text,label
Invoice from Harrington and Sons for invoice #45449 total ₹62708.00 due on 2025-06-29. Please remit payment.,accounts_payable
Purchase Order 71759 received for vendor Hutchinson-Mitchell. Qty: 37. Total: ₹160269.00.,purchase_order
Misc document: reference 718578. Notes: Heavy sister occur suddenly card.,other
Payment request - Invoice 29752; Amount: ₹146348.00. For Accounts Payable processing. Pass argue sign.,accounts_payable
Misc document: reference 339822. Notes: Wonder term level keep claim specific play. Daughter another security senior need once key up this success different.,other
Payment request - Invoice 12184; Amount: ₹149808.00. For Accounts Payable processing.,accounts_payable
TAX INVOICE - Invoice No: 72528. IGST 12 applied. Total ₹117434.00.,tax
Purchase Order 42432 received for vendor Khan-Klein. Qty: 17. Total: ₹87143.00.,purchase_order
"PO #12723 confirmation: items better. Total ₹83351.00. Ship to 5070 Sergio Landing Suite 970, Helenbury, OH 39805. Discuss everybody notice let past after Mrs two measure.",purchase_order
Expense reimbursement claim by Kristina Moore for ₹88026.00 on 2025-08-11. Category: travel.,expense
"PO #29755 confirmation: items response; since. Total ₹1276.00. Ship to 1238 Jessica Freeway, Lake Justin, KS 03102.",purchase_order
"Purchase Order 84492 received for vendor Hammond, Hawkins and Anderson. Qty: 45. Total: ₹152150.00. Eat same reflect.",purchase_order
"PO #64665 confirmation: items find. Total ₹77831.00. Ship to 3816 Michael Ford, West Brian, WV 12868.",purchase_order
Invoice from Perez PLC for invoice #61961 total ₹164641.00 due on 2025-06-20. Please remit payment.,accounts_payable
Misc document: reference 815983. Notes: Three every some most.,other
Expense reimbursement claim by David George for ₹193784.00 on 2025-05-18. Category: travel.,expense
Purchase Order 57620 received for vendor Meadows Ltd. Qty: 2. Total: ₹190196.00. Structure day.,purchase_order
Invoice from Hall LLC for invoice #67281 total ₹148919.00 due on 2025-03-01. Please remit payment.,accounts_payable
Misc document: reference 445994. Notes: Whom lot interesting leg mother quality. Shoulder hard whatever throw.,other
Payment request - Invoice 94794; Amount: ₹18178.00. For Accounts Payable processing.,accounts_payable
Misc document: reference 263713. Notes: On care central traditional just.,other
Payment request - Invoice 29821; Amount: ₹59327.00. For Accounts Payable processing.,accounts_payable
Expense reimbursement claim by Darrell Mosley for ₹17228.00 on 2025-11-05. Category: travel. Figure station street particularly suddenly two analysis teach.,expense
"Purchase Order 42602 received for vendor Armstrong, Blair and Morales. Qty: 17. Total: ₹8136.00.",purchase_order
"PO #32312 confirmation: items significant; threat; few; color. Total ₹155538.00. Ship to 734 Benjamin Station, West Alexis, MH 38786.",purchase_order
Payment request - Invoice 5697; Amount: ₹25715.00. For Accounts Payable processing.,accounts_payable
Expense reimbursement claim by Samantha Reed for ₹66687.00 on 2025-10-30. Category: travel.,expense
Misc document: reference 361097. Notes: Place choose through rock country with.,other
Tax invoice 66443: GST 5% on amount ₹14480.00. Taxable value ₹61151.,tax
Tax invoice 55523: GST 12% on amount ₹89761.00. Taxable value ₹2505.,tax
"PO #21986 confirmation: items step; little; court. Total ₹113223.00. Ship to 514 Johnson Streets Suite 023, West Patrick, SD 57142.",purchase_order
Purchase Order 12174 received for vendor Salas-Leon. Qty: 22. Total: ₹142618.00.,purchase_order
Expense reimbursement claim by Keith Obrien for ₹66705.00 on 2025-01-23. Category: travel.,expense
TAX INVOICE - Invoice No: 14381. IGST 12 applied. Total ₹76155.00.,tax
TAX INVOICE - Invoice No: 3217. IGST 18 applied. Total ₹40634.00.,tax
"Reimbursement: taxi ₹91670.00, lunch ₹104438.00. Employee: David Mcdonald.",expense
Credit note 3148 issued to Steele PLC for amount ₹28129.00.,other
"PO #96219 confirmation: items entire; reach. Total ₹60416.00. Ship to 1160 Dana Run Apt. 138, Port Biancaview, GA 07744.",purchase_order
Tax invoice 14508: GST 5% on amount ₹6002.00. Taxable value ₹5709. Well no.,tax
Misc document: reference 229802. Notes: Film rest near technology else.,other
Credit note 8666 issued to Levine-Joyce for amount ₹168712.00.,other
Expense reimbursement claim by Erica Cook for ₹90067.00 on 2025-08-03. Category: travel.,expense
"PO #77479 confirmation: items debate; stock; everything; surface. Total ₹143311.00. Ship to 58924 Scott Fork, North Marktown, IA 76202.",purchase_order
Tax invoice 37958: GST 12% on amount ₹737.00. Taxable value ₹17570.,tax
Tax invoice 68005: GST 12% on amount ₹75288.00. Taxable value ₹23725.,tax
